League;Team;Player;Player_URL;Nation;Pos;Age;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR
Serie A;Roma;Lorenzo Pellegrini;https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini;;MF;28;25;20;1,626;18.1;2;1;3;1;1;1;4;0
Serie A;Roma;Matìas Soulé;https://fbref.com/en/players/c13ddd3e/Matias-Soule;;MF,FW;22;24;19;1,525;16.9;5;2;7;5;0;0;3;0
Serie A;Roma;Paulo Dybala;https://fbref.com/en/players/e0921a4f/Paulo-Dybala;;FW,MF;31;24;16;1,417;15.7;6;3;9;3;3;3;2;0
Serie A;Roma;Alexis Saelemaekers;https://fbref.com/en/players/ee251371/Alexis-Saelemaekers;;DF,FW;25;19;15;1,212;13.5;6;3;9;6;0;0;4;0
Serie A;Roma;Leandro Paredes;https://fbref.com/en/players/dff153a4/Leandro-Paredes;;MF;30;20;13;1,207;13.4;1;1;2;0;1;1;4;0
Serie A;Roma;Stephan El Shaarawy;https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy;;DF,MF;32;28;12;1,066;11.8;3;3;6;3;0;0;2;0
Serie A;Roma;Niccolò Pisilli;https://fbref.com/en/players/c84dcc88/Niccolo-Pisilli;;MF;20;26;11;1,211;13.5;2;1;3;2;0;0;7;0
Serie A;Roma;Mats Hummels;https://fbref.com/en/players/05d548d8/Mats-Hummels;;DF;36;13;11;914;10.2;0;0;0;0;0;0;1;0
Serie A;Roma;Eldor Shomurodov;https://fbref.com/en/players/57469b2d/Eldor-Shomurodov;;FW,MF;29;24;8;859;9.5;4;4;8;4;0;0;1;0
Serie A;Roma;Tommaso Baldanzi;https://fbref.com/en/players/102e2599/Tommaso-Baldanzi;;MF,FW;22;28;5;818;9.1;1;1;2;1;0;0;2;0
Serie A;Roma;Nicola Zalewski;https://fbref.com/en/players/45191c29/Nicola-Zalewski;;DF,FW;23;12;4;533;5.9;0;0;0;0;0;0;0;0
Serie A;Roma;Devyne Rensch;https://fbref.com/en/players/c5cbbcff/Devyne-Rensch;;DF;22;11;4;380;4.2;0;1;1;0;0;0;0;0
Serie A;Roma;Enzo Le Fée;https://fbref.com/en/players/6f806d99/Enzo-Le-Fee;;MF;25;6;4;318;3.5;0;0;0;0;0;0;1;0
Serie A;Roma;Mario Hermoso;https://fbref.com/en/players/555f3a0b/Mario-Hermoso;;DF;29;8;2;251;2.8;0;0;0;0;0;0;2;1
Serie A;Roma;Lucas Gourna-Douath;https://fbref.com/en/players/3cd7820a/Lucas-Gourna-Douath;;MF;21;5;2;216;2.4;0;0;0;0;0;0;2;0
Serie A;Roma;Saud Abdulhamid;https://fbref.com/en/players/caa254e4/Saud-Abdulhamid;;DF;25;4;2;205;2.3;0;1;1;0;0;0;0;0
Serie A;Roma;Anass Salah-Eddine;https://fbref.com/en/players/0d274394/Anass-Salah-Eddine;;DF;23;3;2;152;1.7;0;1;1;0;0;0;0;0
Serie A;Roma;Victor Nelsson;https://fbref.com/en/players/e53b5534/Victor-Nelsson;;DF;26;4;1;187;2.1;0;0;0;0;0;0;0;0
Serie A;Roma;Samuel Dahl;https://fbref.com/en/players/bbe7d20b/Samuel-Dahl;;DF,MF;25;2;0;43;0.5;0;0;0;0;0;0;0;0
Serie A;Roma;Tammy Abraham;https://fbref.com/en/players/f586779e/Tammy-Abraham;;FW;27;1;0;1;0.0;0;0;0;0;0;0;0;0
Serie A;Roma;Edoardo Bove;https://fbref.com/en/players/ae94a6c5/Edoardo-Bove;;MF;22;0;0;;;;;;;;;;
Serie A;Roma;João Costa;https://fbref.com/en/players/26952edc/Joao-Costa;;FW;20;0;0;;;;;;;;;;
Serie A;Roma;Giorgio De Marzi;https://fbref.com/en/players/6ee7bae3/Giorgio-De-Marzi;;GK;18;0;0;;;;;;;;;;
Serie A;Roma;Pierluigi Gollini;https://fbref.com/en/players/f0f7f62f/Pierluigi-Gollini;;GK;30;0;0;;;;;;;;;;
Serie A;Roma;Alessio Marcaccini;https://fbref.com/en/players/de51af98/Alessio-Marcaccini;;GK;16;0;0;;;;;;;;;;
Serie A;Roma;Renato Marin;https://fbref.com/en/players/6db4e0b4/Renato-Marin;;GK;18;0;0;;;;;;;;;;
Serie A;Roma;Federico Nardin;https://fbref.com/en/players/96e68911/Federico-Nardin;;DF;18;0;0;;;;;;;;;;
Serie A;Roma;Alessandro Romano;https://fbref.com/en/players/e7b212fa/Alessandro-Romano;;MF;18;0;0;;;;;;;;;;
Serie A;Roma;Mathew Ryan;https://fbref.com/en/players/4535e4bb/Mathew-Ryan;;GK;33;0;0;;;;;;;;;;
Serie A;Roma;Buba Sangaré;https://fbref.com/en/players/42a91c6d/Buba-Sangare;;DF;17;0;0;;;;;;;;;;
Serie A;Roma;Chris Smalling;https://fbref.com/en/players/b6964eb6/Chris-Smalling;;DF;35;0;0;;;;;;;;;;
Serie A;Lazio;Mattéo Guendouzi;https://fbref.com/en/players/5ea8ef20/Matteo-Guendouzi;;MF;26;34;34;3;33.3;1;3;4;1;0;0;5;0
Serie A;Lazio;Mattia Zaccagni;https://fbref.com/en/players/d85c238b/Mattia-Zaccagni;;FW;29;32;31;2,52;28.0;8;6;14;6;2;2;9;0
Serie A;Lazio;Ivan Provedel;https://fbref.com/en/players/277da414/Ivan-Provedel;;GK;31;29;29;2,61;29.0;0;0;0;0;0;0;0;0
Serie A;Lazio;Nicolò Rovella;https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella;;MF;23;30;28;2,489;27.7;0;3;3;0;0;0;13;0
Serie A;Lazio;Mario Gila;https://fbref.com/en/players/9c435456/Mario-Gila;;DF;24;29;28;2,472;27.5;1;0;1;1;0;0;6;0
Serie A;Lazio;Alessio Romagnoli;https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli;;DF;30;29;28;2,403;26.7;2;0;2;2;0;0;3;1
Serie A;Lazio;Gustav Isaksen;https://fbref.com/en/players/5715bb71/Gustav-Isaksen;;FW;24;34;26;2,061;22.9;4;2;6;4;0;0;5;0
Serie A;Lazio;Valentín Castellanos;https://fbref.com/en/players/da76bab4/Valentin-Castellanos;;FW;26;26;25;2,114;23.5;10;3;13;8;2;3;7;1
Serie A;Lazio;Boulaye Dia;https://fbref.com/en/players/244bc2c8/Boulaye-Dia;;MF,FW;28;32;25;1,959;21.8;9;3;12;9;0;0;2;0
Serie A;Lazio;Adam Marušić;https://fbref.com/en/players/d4535821/Adam-Marusic;;DF;32;32;23;2,138;23.8;4;0;4;4;0;0;1;0
Serie A;Lazio;Nuno Tavares;https://fbref.com/en/players/a65c844b/Nuno-Tavares;;DF;25;21;20;1,55;17.2;0;8;8;0;0;0;4;1
Serie A;Lazio;Manuel Lazzari;https://fbref.com/en/players/02caf6e0/Manuel-Lazzari;;DF;31;24;16;1,38;15.3;0;1;1;0;0;0;3;0
Serie A;Lazio;Fisayo Dele-Bashiru;https://fbref.com/en/players/121a4fb8/Fisayo-Dele-Bashiru;;MF,FW;24;19;11;895;9.9;3;1;4;3;0;0;0;0
Serie A;Lazio;Luca Pellegrini;https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini;;DF;26;20;9;959;10.7;0;4;4;0;0;0;4;0
Serie A;Lazio;Tijjani Noslin;https://fbref.com/en/players/2f067cf2/Tijjani-Noslin;;FW,MF;25;29;8;847;9.4;2;2;4;2;0;0;2;0
Serie A;Lazio;Samuel Gigot;https://fbref.com/en/players/41eebdf5/Samuel-Gigot;;DF;31;14;7;682;7.6;2;0;2;2;0;0;2;0
Serie A;Lazio;Pedro;https://fbref.com/en/players/3ca7254a/Pedro;;FW,MF;37;27;6;981;10.9;8;1;9;7;1;1;2;0
Serie A;Lazio;Matías Vecino;https://fbref.com/en/players/44ac04e9/Matias-Vecino;;MF;33;17;6;746;8.3;1;2;3;1;0;0;6;0
Serie A;Lazio;Loum Tchaouna;https://fbref.com/en/players/a3c8b4d3/Loum-Tchaouna;;FW,MF;21;24;6;660;7.3;1;0;1;1;0;0;4;1
Serie A;Lazio;Christos Mandas;https://fbref.com/en/players/f794e9ab/Christos-Mandas;;GK;23;6;6;540;6.0;0;0;0;0;0;0;0;0
Serie A;Lazio;Patric;https://fbref.com/en/players/f7223718/Patric;;DF;32;10;5;607;6.7;1;0;1;1;0;0;2;0
Serie A;Lazio;Elseid Hysaj;https://fbref.com/en/players/2f3452eb/Elseid-Hysaj;;DF;31;9;4;353;3.9;0;3;3;0;0;0;2;1
Serie A;Lazio;Nicolò Casale;https://fbref.com/en/players/3f5f38fb/Nicolo-Casale;;DF;27;2;2;135;1.5;0;0;0;0;0;0;0;0
Serie A;Lazio;Reda Belahyane;https://fbref.com/en/players/705a1642/Reda-Belahyane;;MF;20;6;1;198;2.2;0;0;0;0;0;0;0;1
Serie A;Lazio;Gaetano Castrovilli;https://fbref.com/en/players/0728bebe/Gaetano-Castrovilli;;MF,FW;28;9;1;148;1.6;0;0;0;0;0;0;0;0
Serie A;Lazio;Oliver Nielsen;https://fbref.com/en/players/e97adead/Oliver-Nielsen;;DF;21;2;0;35;0.4;0;0;0;0;0;0;1;0
Serie A;Lazio;Arijon Ibrahimović;https://fbref.com/en/players/f5c4fd91/Arijon-Ibrahimovic;;MF;19;1;0;8;0.1;0;0;0;0;0;0;0;0
Serie A;Lazio;Toma Bašić;https://fbref.com/en/players/80556f08/Toma-Basic;;MF;28;0;0;;;;;;;;;;
Serie A;Lazio;Filipe Bordon;https://fbref.com/en/players/c551577e/Filipe-Bordon;;DF;19;0;0;;;;;;;;;;
Serie A;Lazio;Danilo Cataldi;https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi;;MF;30;0;0;;;;;;;;;;
Serie A;Lazio;Alessio Furlanetto;https://fbref.com/en/players/95d9f4dd/Alessio-Furlanetto;;GK;23;0;0;;;;;;;;;;
Serie A;Lazio;Matteo Zazza;https://fbref.com/en/players/c0a7743b/Matteo-Zazza;;DF;19;0;0;;;;;;;;;;
Serie A;Bologna;Remo Freuler;https://fbref.com/en/players/98d2c2c4/Remo-Freuler;;MF;33;34;34;2,955;32.8;1;2;3;1;0;0;6;0
Serie A;Bologna;Sam Beukema;https://fbref.com/en/players/de13cee5/Sam-Beukema;;DF;26;34;32;2,922;32.5;0;1;1;0;0;0;1;0
Serie A;Bologna;Jhon Lucumí;https://fbref.com/en/players/80490d7f/Jhon-Lucumi;;DF;26;29;27;2,374;26.4;0;1;1;0;0;0;6;1
Serie A;Bologna;Łukasz Skorupski;https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski;;GK;34;25;25;2,184;24.3;0;0;0;0;0;0;1;0
Serie A;Bologna;Santiago Castro;https://fbref.com/en/players/ee5565ae/Santiago-Castro;;FW;20;33;25;2,164;24.0;8;4;12;8;0;1;6;0
Serie A;Bologna;Juan Miranda;https://fbref.com/en/players/ead61f73/Juan-Miranda;;DF;25;30;24;2,19;24.3;0;6;6;0;0;0;4;0
Serie A;Bologna;Dan Ndoye;https://fbref.com/en/players/8e697a8f/Dan-Ndoye;;FW;24;28;24;1,963;21.8;8;3;11;6;2;2;3;0
Serie A;Bologna;Jens Odgaard;https://fbref.com/en/players/75374ee7/Jens-Odgaard;;MF,FW;26;29;24;1,952;21.7;6;1;7;6;0;0;1;0
Serie A;Bologna;Riccardo Orsolini;https://fbref.com/en/players/e14ec482/Riccardo-Orsolini;;FW;28;27;21;1,693;18.8;12;3;15;9;3;3;1;0
Serie A;Bologna;Benjamín Domínguez;https://fbref.com/en/players/a83b47fa/Benjamin-Dominguez;;FW;21;22;15;1,156;12.8;3;2;5;3;0;0;0;0
Serie A;Bologna;Nikola Moro;https://fbref.com/en/players/ff579c7e/Nikola-Moro;;MF;27;20;14;1,118;12.4;0;2;2;0;0;0;1;0
Serie A;Bologna;Tommaso Pobega;https://fbref.com/en/players/55a1cac2/Tommaso-Pobega;;MF;25;19;12;1,073;11.9;2;2;4;2;0;0;6;2
Serie A;Bologna;Lorenzo De Silvestri;https://fbref.com/en/players/e74f0e59/Lorenzo-De-Silvestri;;DF;36;16;12;925;10.3;1;0;1;1;0;0;1;0
Serie A;Bologna;Emil Holm;https://fbref.com/en/players/c2357b65/Emil-Holm;;DF;24;19;11;1,081;12.0;1;1;2;1;0;0;3;0
Serie A;Bologna;Thijs Dallinga;https://fbref.com/en/players/b70afb45/Thijs-Dallinga;;FW;24;29;10;1,049;11.7;2;1;3;2;0;0;1;0
Serie A;Bologna;Federico Ravaglia;https://fbref.com/en/players/6662d731/Federico-Ravaglia;;GK;25;11;10;966;10.7;0;0;0;0;0;0;0;0
Serie A;Bologna;Charalambos Lykogiannis;https://fbref.com/en/players/5efc5389/Charalambos-Lykogiannis;;DF;31;15;10;884;9.8;0;4;4;0;0;0;2;0
Serie A;Bologna;Giovanni Fabbian;https://fbref.com/en/players/f97f9188/Giovanni-Fabbian;;MF;22;28;8;958;10.6;3;1;4;3;0;0;2;0
Serie A;Bologna;Lewis Ferguson;https://fbref.com/en/players/ee64a822/Lewis-Ferguson;;MF;25;14;8;803;8.9;1;1;2;0;1;1;0;0
Serie A;Bologna;Michel Aebischer;https://fbref.com/en/players/f9c927de/Michel-Aebischer;;MF;28;12;8;649;7.2;0;0;0;0;0;0;1;0
Serie A;Bologna;Nicolò Casale;https://fbref.com/en/players/3f5f38fb/Nicolo-Casale;;DF;27;13;7;720;8.0;0;0;0;0;0;0;1;0
Serie A;Bologna;Stefan Posch;https://fbref.com/en/players/7f609bfc/Stefan-Posch;;DF;27;14;7;714;7.9;0;0;0;0;0;0;1;0
Serie A;Bologna;Davide Calabria;https://fbref.com/en/players/2146785a/Davide-Calabria;;DF;28;9;6;537;6.0;0;1;1;0;0;0;2;0
Serie A;Bologna;Martin Erlic;https://fbref.com/en/players/0fee6bda/Martin-Erlic;;DF;27;7;4;304;3.4;0;0;0;0;0;0;0;0
Serie A;Bologna;Nicolò Cambiaghi;https://fbref.com/en/players/91ff775f/Nicolo-Cambiaghi;;FW;24;15;3;500;5.6;1;3;4;1;0;0;0;0
Serie A;Bologna;Jesper Karlsson;https://fbref.com/en/players/7952d0c2/Jesper-Karlsson;;FW;26;7;3;298;3.3;1;0;1;1;0;0;1;0
Serie A;Bologna;Kacper Urbanski;https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski;;MF;20;7;1;247;2.7;1;0;1;1;0;0;2;0
Serie A;Bologna;Samuel Iling-Junior;https://fbref.com/en/players/ba492306/Samuel-Iling-Junior;;FW,MF;21;7;0;118;1.3;1;0;1;1;0;0;0;0
Serie A;Bologna;Estanis;https://fbref.com/en/players/ace50e9f/Estanis;;FW;21;1;0;9;0.1;0;0;0;0;0;0;0;0
Serie A;Bologna;Oussama El Azzouzi;https://fbref.com/en/players/85f476cc/Oussama-El-Azzouzi;;MF;23;1;0;8;0.1;0;0;0;0;0;0;0;0
Serie A;Bologna;Nicola Bagnolini;https://fbref.com/en/players/ad263695/Nicola-Bagnolini;;GK;21;0;0;;;;;;;;;;
Serie A;Bologna;Naïm Byar;https://fbref.com/en/players/d40f0695/Naim-Byar;;MF;20;0;0;;;;;;;;;;
Serie A;Bologna;Tommaso Corazza;https://fbref.com/en/players/c1b9b13c/Tommaso-Corazza;;DF;20;0;0;;;;;;;;;;
Serie A;Bologna;Mihajlo Ilić;https://fbref.com/en/players/a06526cf/Mihajlo-Ilic;;DF;21;0;0;;;;;;;;;;
Serie A;Bologna;Massimo Pessina;https://fbref.com/en/players/085a07e8/Massimo-Pessina;;GK;17;0;0;;;;;;;;;;
Serie A;Fiorentina;David de Gea;https://fbref.com/en/players/7ba6d84e/David-de-Gea;;GK;34;32;32;2,88;32.0;0;1;1;0;0;0;1;0
Serie A;Fiorentina;Dodô;https://fbref.com/en/players/b5f7d10b/Dodo;;DF;26;32;32;2,845;31.6;0;5;5;0;0;0;7;0
Serie A;Fiorentina;Luca Ranieri;https://fbref.com/en/players/8c63fae5/Luca-Ranieri;;DF;26;33;32;2,801;31.1;1;2;3;1;0;0;5;0
Serie A;Fiorentina;Moise Kean;https://fbref.com/en/players/3d50bcdb/Moise-Kean;;FW;25;30;29;2,524;28.0;17;3;20;16;1;2;6;0
Serie A;Fiorentina;Robin Gosens;https://fbref.com/en/players/2d970560/Robin-Gosens;;DF;30;29;26;2,257;25.1;5;4;9;5;0;0;5;0
Serie A;Fiorentina;Danilo Cataldi;https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi;;MF;30;25;23;1,728;19.2;3;0;3;3;0;0;1;0
Serie A;Fiorentina;Pietro Comuzzo;https://fbref.com/en/players/5e3ecc35/Pietro-Comuzzo;;DF;20;31;22;2,084;23.2;0;0;0;0;0;0;5;0
Serie A;Fiorentina;Lucas Beltrán;https://fbref.com/en/players/482d2bc3/Lucas-Beltran;;MF,FW;24;31;19;1,779;19.8;5;4;9;3;2;3;4;0
Serie A;Fiorentina;Rolando Mandragora;https://fbref.com/en/players/c7259b83/Rolando-Mandragora;;MF;27;26;19;1,661;18.5;3;3;6;2;1;1;6;0
Serie A;Fiorentina;Andrea Colpani;https://fbref.com/en/players/6499048c/Andrea-Colpani;;FW,MF;25;23;18;1,434;15.9;2;1;3;2;0;0;1;0
Serie A;Fiorentina;Albert Guðmundsson;https://fbref.com/en/players/b79858d5/Albert-Gudmundsson;;FW,MF;27;23;16;1,253;13.9;6;1;7;4;2;2;2;0
Serie A;Fiorentina;Yacine Adli;https://fbref.com/en/players/26777636/Yacine-Adli;;MF;24;25;15;1,206;13.4;4;5;9;4;0;0;3;1
Serie A;Fiorentina;Marin Pongračić;https://fbref.com/en/players/2a6cd437/Marin-Pongracic;;DF;27;17;13;1,229;13.7;0;0;0;0;0;0;3;1
Serie A;Fiorentina;Edoardo Bove;https://fbref.com/en/players/ae94a6c5/Edoardo-Bove;;MF,FW;22;12;11;851;9.5;1;2;3;1;0;0;3;0
Serie A;Fiorentina;Fabiano Parisi;https://fbref.com/en/players/0967845b/Fabiano-Parisi;;DF,MF;24;24;10;1,028;11.4;1;0;1;1;0;0;2;0
Serie A;Fiorentina;Pablo Marí;https://fbref.com/en/players/aa54ec6f/Pablo-Mari;;DF;31;10;9;828;9.2;0;0;0;0;0;0;2;0
Serie A;Fiorentina;Riccardo Sottil;https://fbref.com/en/players/94816803/Riccardo-Sottil;;FW,MF;25;18;8;833;9.3;1;1;2;1;0;0;1;0
Serie A;Fiorentina;Amir Richardson;https://fbref.com/en/players/2b7cdb79/Amir-Richardson;;MF;23;24;7;877;9.7;0;0;0;0;0;0;5;0
Serie A;Fiorentina;Nicolò Fagioli;https://fbref.com/en/players/366be751/Nicolo-Fagioli;;MF;24;12;7;693;7.7;0;2;2;0;0;0;0;0
Serie A;Fiorentina;Michael Folorunsho;https://fbref.com/en/players/c391a179/Michael-Folorunsho;;FW,MF;27;13;6;622;6.9;0;0;0;0;0;0;4;0
Serie A;Fiorentina;Christian Kouamé;https://fbref.com/en/players/58e933d2/Christian-Kouame;;FW,MF;27;18;5;622;6.9;0;1;1;0;0;0;1;0
Serie A;Fiorentina;Cristiano Biraghi;https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi;;DF;32;8;5;433;4.8;1;0;1;1;0;0;1;0
Serie A;Fiorentina;Lucas Martínez Quarta;https://fbref.com/en/players/3ec3c1c9/Lucas-Martinez-Quarta;;DF;28;8;4;351;3.9;1;0;1;1;0;0;1;0
Serie A;Fiorentina;Nicolò Zaniolo;https://fbref.com/en/players/9907b1c8/Nicolo-Zaniolo;;FW;25;9;4;343;3.8;0;0;0;0;0;0;2;1
Serie A;Fiorentina;Cher Ndour;https://fbref.com/en/players/3b88609d/Cher-Ndour;;MF,DF;20;6;3;337;3.7;0;0;0;0;0;0;1;0
Serie A;Fiorentina;Pietro Terracciano;https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano;;GK;35;3;3;270;3.0;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Sofyan Amrabat;https://fbref.com/en/players/5a2cb25d/Sofyan-Amrabat;;MF;28;2;2;180;2.0;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Matias Moreno;https://fbref.com/en/players/4637e608/Matias-Moreno;;DF;21;4;2;144;1.6;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Jonathan Ikone;https://fbref.com/en/players/42eaa028/Jonathan-Ikone;;FW,MF;27;14;1;334;3.7;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Michael Kayode;https://fbref.com/en/players/e19660a8/Michael-Kayode;;DF,FW;20;5;1;127;1.4;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Antonín Barák;https://fbref.com/en/players/01efac19/Antonin-Barak;;MF;30;1;1;54;0.6;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Alessandro Bianco;https://fbref.com/en/players/d65cf468/Alessandro-Bianco;;MF;22;1;0;18;0.2;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Maat Daniel Caprini;https://fbref.com/en/players/183934cd/Maat-Daniel-Caprini;;FW;19;2;0;8;0.1;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Tommaso Rubino;https://fbref.com/en/players/cf5bf6c7/Tommaso-Rubino;;MF;18;1;0;8;0.1;0;0;0;0;0;0;0;0
Serie A;Fiorentina;Leonardo Baroncelli;https://fbref.com/en/players/7b8da3cc/Leonardo-Baroncelli;;DF;19;0;0;;;;;;;;;;
Serie A;Fiorentina;Josip Brekalo;https://fbref.com/en/players/d4a2533d/Josip-Brekalo;;FW,MF;26;0;0;;;;;;;;;;
Serie A;Fiorentina;Niccolò Fortini;https://fbref.com/en/players/ed336580/Niccolo-Fortini;;MF;19;0;0;;;;;;;;;;
Serie A;Fiorentina;Jonas Harder;https://fbref.com/en/players/8f5ee740/Jonas-Harder;;MF;19;0;0;;;;;;;;;;
Serie A;Fiorentina;Gino Infantino;https://fbref.com/en/players/546c7f68/Gino-Infantino;;MF;21;0;0;;;;;;;;;;
Serie A;Fiorentina;Eddy Kouadio;https://fbref.com/en/players/7067db90/Eddy-Kouadio;;DF;18;0;0;;;;;;;;;;
Serie A;Fiorentina;Pietro Leonardelli;https://fbref.com/en/players/283d8605/Pietro-Leonardelli;;GK;18;0;0;;;;;;;;;;
Serie A;Fiorentina;Tommaso Martinelli;https://fbref.com/en/players/968ddd14/Tommaso-Martinelli;;GK;19;0;0;;;;;;;;;;
Serie A;Fiorentina;Nicolás Valentini;https://fbref.com/en/players/a43e4f9c/Nicolas-Valentini;;DF;24;0;0;;;;;;;;;;
Serie A;Milan;Mike Maignan;https://fbref.com/en/players/fcb38f57/Mike-Maignan;;GK;29;34;34;3,024;33.6;0;0;0;0;0;0;1;0
Serie A;Milan;Tijjani Reijnders;https://fbref.com/en/players/afb61630/Tijjani-Reijnders;;MF;26;34;33;2,858;31.8;10;4;14;10;0;0;2;1
Serie A;Milan;Theo Hernández;https://fbref.com/en/players/d4c9725f/Theo-Hernandez;;DF;27;32;29;2,606;29.0;4;3;7;4;0;1;4;1
Serie A;Milan;Youssouf Fofana;https://fbref.com/en/players/822d51d7/Youssouf-Fofana;;MF;26;33;29;2,467;27.4;1;6;7;1;0;0;5;0
Serie A;Milan;Christian Pulisic;https://fbref.com/en/players/1bf33a9a/Christian-Pulisic;;FW,MF;26;31;26;2,214;24.6;10;8;18;7;3;4;1;0
Serie A;Milan;Rafael Leão;https://fbref.com/en/players/20730eae/Rafael-Leao;;FW;25;33;25;2,298;25.5;8;8;16;8;0;0;5;0
Serie A;Milan;Matteo Gabbia;https://fbref.com/en/players/c235e803/Matteo-Gabbia;;DF;25;23;21;1,889;21.0;1;0;1;1;0;0;4;0
Serie A;Milan;Malick Thiaw;https://fbref.com/en/players/ff5ea0bf/Malick-Thiaw;;DF;23;21;19;1,729;19.2;0;0;0;0;0;0;2;0
Serie A;Milan;Strahinja Pavlović;https://fbref.com/en/players/25146df0/Strahinja-Pavlovic;;DF;23;21;18;1,62;18.0;2;1;3;2;0;0;3;1
Serie A;Milan;Yunus Musah;https://fbref.com/en/players/b51b1b9c/Yunus-Musah;;MF,FW;22;26;17;1,423;15.8;0;2;2;0;0;0;5;0
Serie A;Milan;Fikayo Tomori;https://fbref.com/en/players/7edfbb8a/Fikayo-Tomori;;DF;27;19;16;1,4;15.6;0;1;1;0;0;0;3;1
Serie A;Milan;Emerson;https://fbref.com/en/players/df8b52a5/Emerson;;DF;26;17;16;1,377;15.3;0;0;0;0;0;0;5;0
Serie A;Milan;Álvaro Morata;https://fbref.com/en/players/129af0db/Alvaro-Morata;;FW,MF;32;16;13;1,099;12.2;5;0;5;5;0;0;5;0
Serie A;Milan;Tammy Abraham;https://fbref.com/en/players/f586779e/Tammy-Abraham;;FW;27;28;12;1,183;13.1;3;4;7;2;1;2;1;0
Serie A;Milan;Alejandro Jiménez;https://fbref.com/en/players/faa13947/Alejandro-Jimenez;;DF,FW;19;19;12;1,108;12.3;0;0;0;0;0;0;5;0
Serie A;Milan;Samuel Chukwueze;https://fbref.com/en/players/b8a642fc/Samuel-Chukwueze;;FW,MF;25;24;9;854;9.5;3;0;3;3;0;0;0;0
Serie A;Milan;Ruben Loftus-Cheek;https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek;;MF;29;16;7;806;9.0;0;0;0;0;0;0;2;0
Serie A;Milan;Kyle Walker;https://fbref.com/en/players/86dd77d1/Kyle-Walker;;DF;34;10;7;633;7.0;0;0;0;0;0;0;1;0
Serie A;Milan;Santiago Giménez;https://fbref.com/en/players/37337aea/Santiago-Gimenez;;FW;24;12;6;623;6.9;3;2;5;3;0;1;3;0
Serie A;Milan;Filippo Terracciano;https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano;;DF,MF;22;12;6;538;6.0;0;0;0;0;0;0;3;0
Serie A;Milan;João Félix;https://fbref.com/en/players/8aafd64f/Joao-Felix;;MF;25;12;5;526;5.8;0;0;0;0;0;0;2;0
Serie A;Milan;Noah Okafor;https://fbref.com/en/players/ca607d59/Noah-Okafor;;FW;24;11;5;414;4.6;1;0;1;1;0;0;0;0
Serie A;Milan;Luka Jović;https://fbref.com/en/players/4d8cd038/Luka-Jovic;;FW,MF;27;12;4;422;4.7;2;0;2;2;0;0;1;0
Serie A;Milan;Davide Calabria;https://fbref.com/en/players/2146785a/Davide-Calabria;;DF;28;7;4;316;3.5;0;0;0;0;0;0;0;0
Serie A;Milan;Ismaël Bennacer;https://fbref.com/en/players/db092d3b/Ismael-Bennacer;;MF;27;6;4;300;3.3;0;0;0;0;0;0;2;0
Serie A;Milan;Warren Bondo;https://fbref.com/en/players/0def2376/Warren-Bondo;;MF;21;4;3;162;1.8;0;0;0;0;0;0;1;0
Serie A;Milan;Francesco Camarda;https://fbref.com/en/players/1956a64b/Francesco-Camarda;;FW,MF;17;9;1;161;1.8;0;0;0;0;0;0;0;0
Serie A;Milan;Marco Sportiello;https://fbref.com/en/players/ac4003af/Marco-Sportiello;;GK;32;2;1;126;1.4;0;0;0;0;0;0;0;0
Serie A;Milan;Riccardo Sottil;https://fbref.com/en/players/94816803/Riccardo-Sottil;;FW,MF;25;5;1;116;1.3;0;0;0;0;0;0;0;0
Serie A;Milan;Alexis Saelemaekers;https://fbref.com/en/players/ee251371/Alexis-Saelemaekers;;DF,FW;25;1;1;90;1.0;0;0;0;0;0;0;0;0
Serie A;Milan;Mattia Liberali;https://fbref.com/en/players/775f4a87/Mattia-Liberali;;MF;18;1;1;61;0.7;0;0;0;0;0;0;0;0
Serie A;Milan;Davide Bartesaghi;https://fbref.com/en/players/7e0b6c50/Davide-Bartesaghi;;DF,MF;19;3;0;58;0.6;0;0;0;0;0;0;0;1
Serie A;Milan;Kevin Zeroli;https://fbref.com/en/players/7d6d4395/Kevin-Zeroli;;MF;20;1;0;12;0.1;0;0;0;0;0;0;0;0
